
Linux 2.6.32-431.3.1.el6.x86_64 (localhost.localdomain) 	03/02/14 	_x86_64_	(2 CPU)

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
dm-5              0.00     0.00    0.00  417.00     0.00  5216.00    12.51     1.32    3.17   1.88  78.47
dm-6              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    66.67    0.00   90.67     0.00  1538.67    16.97     0.28    3.08   2.81  25.50
sdb               4.67    71.33    0.67   87.67    42.67  1525.33    17.75     0.32    3.58   2.97  26.20
sdc               0.00    64.00    0.00   86.67     0.00  1320.00    15.23     0.33    3.74   2.98  25.87
sdd               0.00    64.33    0.00   88.00     0.00  1298.67    14.76     0.29    3.25   3.00  26.43
dm-0              0.00     0.00    5.33  494.00    42.67  5682.67    11.47     1.69    3.38   1.54  77.00
dm-1              0.00     0.00    0.00  494.00     0.00  5682.67    11.50     1.69    3.41   1.56  77.07
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    5.33    0.00    42.67     0.00     8.00     0.01    1.50   0.19   0.10
dm-4              0.00     0.00    0.00    2.33     0.00    18.67     8.00     0.01    5.71   5.00   1.17
dm-5              0.00     0.00    0.00  450.00     0.00  5648.00    12.55     1.65    3.66   1.71  76.80
dm-6              0.00     0.00    0.00    2.33     0.00    18.67     8.00     0.02    9.14   7.43   1.73

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    67.33    0.00   82.00     0.00  1434.67    17.50     0.28    3.45   3.13  25.63
sdb               0.00    65.67    0.00   82.00     0.00  1378.67    16.81     0.28    3.42   3.15  25.80
sdc               0.00    69.67    0.00   80.67     0.00  1394.67    17.29     0.28    3.45   2.97  23.93
sdd               0.00    67.33    0.00   81.00     0.00  1298.67    16.03     0.31    3.88   3.33  26.93
dm-0              0.00     0.00    0.00  478.33     0.00  5506.67    11.51     1.56    3.26   1.57  75.30
dm-1              0.00     0.00    0.00  478.33     0.00  5506.67    11.51     1.56    3.26   1.57  75.33
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  441.00     0.00  5493.33    12.46     1.55    3.51   1.71  75.33
dm-6              0.00     0.00    0.00    1.33     0.00    10.67     8.00     0.02   11.75   7.75   1.03

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    67.33    0.00  113.00     0.00  3474.67    30.75     0.51    4.37   3.42  38.70
sdb               0.00    60.67    0.00  106.00     0.00  3008.00    28.38     0.28    2.66   2.17  23.00
sdc               0.00    53.33    0.00  116.67     0.00  2856.00    24.48     0.33    2.88   2.45  28.63
sdd               0.00    64.33    0.00  104.00     0.00  2837.33    27.28     0.41    3.91   2.89  30.07
dm-0              0.00     0.00    0.00  548.33     0.00 12176.00    22.21     1.89    3.43   1.52  83.30
dm-1              0.00     0.00    0.00  548.33     0.00 12176.00    22.21     1.89    3.43   1.52  83.33
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  510.33     0.00 12176.00    23.86     1.89    3.69   1.63  83.37
dm-6              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    72.33    0.00   93.00     0.00  1901.33    20.44     0.32    3.57   2.86  26.57
sdb               0.00    73.00    0.00   76.67     0.00  1629.33    21.25     0.27    3.57   3.05  23.37
sdc               0.00    65.33    0.00   87.67     0.00  1568.00    17.89     0.30    3.37   3.02  26.47
sdd               0.00    69.67    0.00   85.33     0.00  1530.67    17.94     0.33    3.84   3.07  26.17
dm-0              0.00     0.00    0.00  502.67     0.00  6629.33    13.19     1.51    3.02   1.46  73.20
dm-1              0.00     0.00    0.00  502.67     0.00  6629.33    13.19     1.51    3.03   1.46  73.30
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    1.67     0.00    13.33     8.00     0.02   13.20  10.20   1.70
dm-5              0.00     0.00    0.00  461.33     0.00  6578.67    14.26     1.46    3.20   1.58  73.03
dm-6              0.00     0.00    0.00    4.67     0.00    37.33     8.00     0.03    5.57   3.86   1.80

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    68.33    0.00   80.67     0.00  1376.00    17.06     0.30    3.69   3.42  27.57
sdb               0.00    67.67    0.00   75.67     0.00  1280.00    16.92     0.25    3.26   3.09  23.40
sdc               0.00    69.00    0.00   79.00     0.00  1301.33    16.47     0.27    3.46   3.19  25.17
sdd               0.00    63.33    0.00   80.00     0.00  1242.67    15.53     0.27    3.40   3.18  25.43
dm-0              0.00     0.00    0.00  471.67     0.00  5200.00    11.02     1.30    2.76   1.57  73.90
dm-1              0.00     0.00    0.00  471.67     0.00  5200.00    11.02     1.30    2.77   1.57  73.97
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    1.33     0.00    10.67     8.00     0.00    3.00   0.75   0.10
dm-5              0.00     0.00    0.00  432.33     0.00  5165.33    11.95     1.30    3.00   1.71  73.97
dm-6              0.00     0.00    0.00    3.00     0.00    24.00     8.00     0.01    1.67   0.33   0.10

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    76.00    0.00   86.33     0.00  1450.67    16.80     0.31    3.64   3.26  28.13
sdb               0.00    77.00    0.00   86.00     0.00  1389.33    16.16     0.29    3.34   3.06  26.30
sdc               0.00    79.67    0.00   83.00     0.00  1402.67    16.90     0.30    3.59   3.20  26.53
sdd               0.00    68.67    0.00   84.33     0.00  1274.67    15.11     0.28    3.30   3.13  26.37
dm-0              0.00     0.00    0.00  514.33     0.00  5517.33    10.73     1.42    2.76   1.52  78.00
dm-1              0.00     0.00    0.00  514.33     0.00  5517.33    10.73     1.42    2.76   1.52  78.03
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  472.33     0.00  5504.00    11.65     1.42    2.99   1.66  78.23
dm-6              0.00     0.00    0.00    1.67     0.00    13.33     8.00     0.01    6.60   6.60   1.10

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    80.67    0.00  112.67     0.00  2989.33    26.53     0.38    3.41   2.84  32.00
sdb               0.00    77.33    0.00  103.00     0.00  2560.00    24.85     0.35    3.36   2.84  29.27
sdc               0.00    75.00    0.00  106.33     0.00  2466.67    23.20     0.32    3.04   2.58  27.47
sdd               0.00    79.33    0.00   98.67     0.00  2336.00    23.68     0.37    3.71   3.02  29.83
dm-0              0.00     0.00    0.00  595.00     0.00 10352.00    17.40     1.94    3.25   1.35  80.43
dm-1              0.00     0.00    0.00  595.00     0.00 10352.00    17.40     1.94    3.26   1.36  80.93
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    1.67     0.00    13.33     8.00     0.02   10.80   9.60   1.60
dm-5              0.00     0.00    0.00  554.00     0.00 10336.00    18.66     1.92    3.46   1.46  81.03
dm-6              0.00     0.00    0.00    0.33     0.00     2.67     8.00     0.01   15.00  15.00   0.50

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    79.67    0.00  104.67     0.00  2728.00    26.06     0.35    3.37   2.83  29.60
sdb               0.00    88.00    0.00   97.00     0.00  2600.00    26.80     0.37    3.76   3.23  31.37
sdc               0.00    78.00    0.00   98.00     0.00  2429.33    24.79     0.32    3.23   2.67  26.20
sdd               0.00    71.33    0.00  106.67     0.00  2330.67    21.85     0.33    3.08   2.66  28.33
dm-0              0.00     0.00    0.00  591.00     0.00 10088.00    17.07     1.84    3.11   1.35  79.63
dm-1              0.00     0.00    0.00  591.00     0.00 10088.00    17.07     1.84    3.12   1.35  79.67
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  549.67     0.00 10066.67    18.31     1.83    3.33   1.45  79.67
dm-6              0.00     0.00    0.00    3.00     0.00    24.00     8.00     0.01    3.89   3.89   1.17

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               2.33    72.00    0.33   80.67    21.33  1546.67    19.36     0.25    3.14   3.00  24.30
sdb               0.00    69.33    0.00   79.67     0.00  1418.67    17.81     0.25    3.15   2.87  22.90
sdc               4.67    65.67    0.67   75.67    42.67  1269.33    17.19     0.24    3.20   3.03  23.13
sdd               0.00    61.00    0.00   80.67     0.00  1274.67    15.80     0.29    3.60   3.25  26.20
dm-0              0.00     0.00    8.00  472.33    64.00  5509.33    11.60     2.04    4.25   1.47  70.80
dm-1              0.00     0.00    0.00  472.33     0.00  5509.33    11.66     2.04    4.32   1.50  70.80
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    8.00    0.00    64.00     0.00     8.00     0.01    0.67   0.08   0.07
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  428.00     0.00  5437.33    12.70     2.01    4.71   1.66  70.90
dm-6              0.00     0.00    0.00    9.00     0.00    72.00     8.00     0.03    2.85   0.11   0.10

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    67.67    0.00   90.00     0.00  1738.67    19.32     0.33    3.72   3.17  28.57
sdb               0.00    68.33    0.00   94.33     0.00  1618.67    17.16     0.34    3.56   3.41  32.17
sdc               0.00    74.67    0.00   87.00     0.00  1528.00    17.56     0.31    3.52   3.16  27.47
sdd               0.00    62.00    0.00   92.00     0.00  1373.33    14.93     0.31    3.33   3.04  28.00
dm-0              0.00     0.00    0.00  501.67     0.00  6258.67    12.48     1.51    3.00   1.64  82.03
dm-1              0.00     0.00    0.00  501.67     0.00  6258.67    12.48     1.51    3.00   1.64  82.10
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    1.00     0.00     8.00     8.00     0.00    3.00   1.00   0.10
dm-5              0.00     0.00    0.00  457.33     0.00  6218.67    13.60     1.49    3.27   1.79  81.77
dm-6              0.00     0.00    0.00    3.67     0.00    29.33     8.00     0.01    2.91   2.82   1.03

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    59.00    0.00  117.00     0.00  3701.33    31.64     0.45    3.88   2.81  32.83
sdb               0.00    55.67    0.00  115.33     0.00  3333.33    28.90     0.35    3.05   2.56  29.53
sdc               0.00    64.33    0.00   99.33     0.00  3072.00    30.93     0.36    3.64   2.77  27.47
sdd               0.00    65.00    0.00   99.00     0.00  3005.33    30.36     0.40    4.09   2.92  28.90
dm-0              0.00     0.00    0.00  536.00     0.00 13112.00    24.46     2.40    4.48   1.56  83.60
dm-1              0.00     0.00    0.00  536.00     0.00 13112.00    24.46     2.40    4.49   1.56  83.63
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    2.67     0.00    21.33     8.00     0.03   10.38   6.63   1.77
dm-5              0.00     0.00    0.00  496.67     0.00 13093.33    26.36     2.38    4.79   1.69  83.97
dm-6              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    72.33    0.00  106.00     0.00  2829.33    26.69     0.42    4.01   3.23  34.20
sdb               0.00    78.67    0.00   97.33     0.00  2498.67    25.67     0.35    3.60   3.01  29.30
sdc               0.00    71.33    0.00  104.67     0.00  2421.33    23.13     0.30    2.91   2.66  27.87
sdd               0.00    56.67    0.00  101.33     0.00  2146.67    21.18     0.28    2.72   2.42  24.53
dm-0              0.00     0.00    0.00  551.00     0.00  9896.00    17.96     1.91    3.46   1.50  82.83
dm-1              0.00     0.00    0.00  551.00     0.00  9896.00    17.96     1.91    3.47   1.51  83.33
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  511.00     0.00  9885.33    19.35     1.90    3.72   1.63  83.43
dm-6              0.00     0.00    0.00    1.33     0.00    10.67     8.00     0.01    7.00   6.25   0.83

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    81.67    0.00  114.33     0.00  3688.00    32.26     0.47    4.10   3.29  37.63
sdb               0.00    78.67    0.00  114.33     0.00  3490.67    30.53     0.34    2.97   2.47  28.27
